id,age,gender,education_level,major,family_income,family_size,housing_condition,financial_aid,poverty_level
4882,25,M,博士,计算机科学,78517,5,62,1,1
4883,29,F,硕士,计算机科学,74202,4,197,1,2
4884,29,M,博士,物理学,61328,2,80,0,3
4885,28,F,本科,物理学,72928,2,136,1,2
4886,27,F,硕士,计算机科学,53515,5,155,0,3
4887,23,F,硕士,物理学,90783,6,164,0,2
4888,30,F,本科,物理学,90547,4,164,1,2
4889,20,F,硕士,生物科学,32935,4,74,1,2
4890,27,M,博士,物理学,47134,3,172,0,3
4891,20,M,硕士,物理学,48342,6,79,0,2
4892,28,M,本科,物理学,93849,3,133,1,2
4893,29,F,博士,物理学,95409,5,109,0,2
4894,28,F,博士,计算机科学,72501,5,138,1,2
4895,24,M,硕士,计算机科学,71597,6,123,0,2
4896,30,M,硕士,计算机科学,71304,6,132,1,2
4897,21,F,博士,物理学,99514,2,138,0,3
4898,20,F,博士,物理学,32278,4,161,0,2
4899,24,M,博士,计算机科学,47201,3,172,1,1
4900,20,F,硕士,计算机科学,96436,4,128,0,3
4901,30,M,博士,计算机科学,97803,2,58,1,1
4902,20,F,本科,生物科学,92824,5,123,1,1
4903,22,M,本科,生物科学,38898,4,50,0,3
4904,27,M,博士,计算机科学,97599,3,52,1,1
4905,29,F,博士,生物科学,68616,3,147,0,2
4906,23,F,博士,物理学,89035,3,163,0,2
4907,23,M,博士,物理学,82612,6,100,0,3
4908,22,M,博士,生物科学,47100,6,101,0,3
4909,26,F,本科,物理学,51610,4,192,1,2
4910,22,M,博士,物理学,70330,5,86,0,2
4911,28,M,本科,计算机科学,85713,5,88,1,2
4912,25,M,硕士,生物科学,41481,5,54,1,2
4913,21,M,博士,物理学,31030,2,95,0,3
4914,29,M,博士,计算机科学,62440,3,102,0,3
4915,24,M,本科,物理学,67513,4,120,1,1
4916,26,F,本科,计算机科学,84721,2,64,1,1
4917,30,M,博士,计算机科学,33767,5,86,0,3
4918,27,M,博士,物理学,49733,6,181,0,2
4919,22,M,博士,物理学,41874,3,165,0,2
4920,23,F,本科,生物科学,51346,2,116,1,2
4921,29,F,硕士,物理学,50799,5,103,1,2
4922,30,M,硕士,生物科学,57991,5,54,1,1
4923,20,M,硕士,计算机科学,90486,4,144,1,1
4924,23,F,博士,生物科学,71562,3,179,0,3
4925,20,F,博士,生物科学,41341,6,102,0,3
4926,22,F,本科,计算机科学,67752,6,149,1,2
4927,29,M,硕士,计算机科学,51155,3,115,0,2
4928,25,M,博士,计算机科学,67274,3,133,0,2
4929,22,M,硕士,物理学,67449,6,117,0,3
4930,24,F,硕士,生物科学,61264,3,70,0,2
4931,23,M,本科,物理学,83211,6,142,0,3
4932,26,M,硕士,物理学,99552,2,103,1,2
4933,20,M,本科,计算机科学,77743,5,69,0,3
4934,23,M,本科,物理学,68450,6,78,0,3
4935,21,M,硕士,物理学,73799,4,57,1,1
4936,30,M,博士,物理学,38397,6,166,0,2
4937,21,M,本科,生物科学,81788,4,98,1,2
4938,24,F,博士,计算机科学,57173,6,78,1,1
4939,30,M,本科,生物科学,96598,2,86,1,2
4940,28,M,硕士,物理学,37842,5,186,1,1
4941,22,M,本科,计算机科学,41266,5,100,1,1
4942,24,M,本科,计算机科学,84482,4,188,1,2
4943,21,M,硕士,物理学,72602,4,167,0,2
4944,30,M,硕士,计算机科学,93182,4,66,0,2
4945,26,F,本科,物理学,92780,4,81,1,2
4946,28,F,硕士,物理学,30702,5,87,1,1
4947,30,F,博士,生物科学,73105,2,174,0,3
4948,20,F,本科,计算机科学,94281,3,73,0,3
4949,30,F,博士,物理学,52022,3,123,1,1
4950,21,F,本科,计算机科学,78707,4,110,1,1
4951,30,M,博士,生物科学,64074,2,82,0,3
4952,24,M,硕士,生物科学,89365,6,149,0,2
4953,20,F,本科,生物科学,89936,3,95,1,2
4954,28,M,硕士,物理学,84163,5,174,1,2
4955,28,M,本科,物理学,48485,4,113,0,2
4956,23,M,本科,生物科学,38406,5,100,0,3
4957,22,F,硕士,计算机科学,39645,6,54,0,2
4958,24,M,本科,计算机科学,43530,6,190,1,2
4959,20,M,硕士,生物科学,30028,6,193,1,2
4960,20,F,博士,物理学,57239,6,87,0,3
4961,28,M,硕士,物理学,91626,3,122,0,2
4962,22,M,博士,物理学,35810,6,152,0,3
4963,22,F,本科,物理学,32826,5,136,0,2
4964,28,M,本科,生物科学,60400,3,190,1,2
4965,28,M,博士,物理学,91222,3,163,0,2
4966,23,F,硕士,生物科学,40193,4,149,1,2
4967,27,F,硕士,计算机科学,31433,5,196,1,2
4968,20,M,博士,计算机科学,30324,4,104,1,1
4969,24,F,博士,生物科学,88485,4,68,1,2
4970,30,F,博士,生物科学,86142,5,75,0,2
4971,23,M,博士,物理学,85436,3,97,0,2
4972,21,F,硕士,计算机科学,61170,2,149,0,3
4973,26,M,本科,物理学,81881,3,152,1,1
4974,30,M,博士,计算机科学,83521,6,184,0,2
4975,24,M,本科,生物科学,87296,5,171,1,2
4976,29,F,硕士,物理学,89830,2,171,0,3
4977,23,F,本科,生物科学,43996,3,150,1,1
4978,24,M,硕士,计算机科学,69309,6,140,1,2
4979,20,M,本科,计算机科学,40846,6,92,0,2
4980,30,F,硕士,计算机科学,70385,2,98,0,3
4981,27,F,硕士,物理学,60812,2,144,1,1
4982,30,F,硕士,生物科学,33282,5,87,0,3
4983,24,F,硕士,物理学,46941,6,129,1,1
4984,20,M,本科,计算机科学,37804,5,136,1,1
4985,20,M,硕士,物理学,47432,5,134,0,2
4986,24,F,硕士,物理学,68282,4,51,0,2
4987,22,F,本科,生物科学,48786,4,134,1,1
4988,21,M,硕士,计算机科学,44331,2,66,0,2
4989,30,F,硕士,计算机科学,75256,4,162,1,2
4990,25,M,本科,物理学,98327,3,77,0,3
4991,29,F,本科,生物科学,86743,3,175,0,2
4992,30,F,本科,生物科学,62132,2,57,1,1
4993,22,F,本科,计算机科学,51685,4,118,1,2
4994,29,F,博士,生物科学,90480,6,195,0,3
4995,24,M,硕士,生物科学,34133,5,56,0,2
4996,21,F,硕士,生物科学,57694,6,124,0,3
4997,23,F,硕士,生物科学,81669,5,58,0,2
4998,23,F,本科,计算机科学,71511,3,51,1,2
4999,23,F,博士,物理学,55908,3,190,1,2
5000,24,M,本科,计算机科学,76021,3,60,1,2
5001,26,F,博士,物理学,47757,3,185,0,3
5002,24,F,博士,物理学,63336,2,123,0,3
5003,21,F,硕士,生物科学,34381,2,59,1,2
5004,30,M,博士,计算机科学,35736,3,98,0,2
5005,22,F,本科,计算机科学,31466,2,90,1,1
5006,29,M,博士,物理学,96437,6,66,1,1
5007,24,F,博士,计算机科学,82900,2,103,1,1
5008,21,F,硕士,生物科学,90978,5,139,0,3
5009,26,F,硕士,生物科学,51920,5,181,0,2
5010,22,F,本科,生物科学,91066,3,53,1,2
5011,21,M,硕士,计算机科学,36119,6,157,0,3
5012,26,F,本科,生物科学,74677,6,146,1,1
5013,29,M,硕士,计算机科学,62175,3,70,0,3
5014,20,F,本科,计算机科学,48026,3,161,1,1
5015,29,M,本科,物理学,75485,5,192,1,1
5016,29,F,硕士,计算机科学,40281,2,81,1,1
5017,21,F,本科,计算机科学,91418,3,151,1,1
5018,29,F,博士,计算机科学,31465,4,96,1,1
5019,28,M,博士,计算机科学,37590,6,122,0,3
5020,26,M,硕士,生物科学,38251,6,96,0,3
5021,23,M,博士,物理学,37831,2,57,1,2
5022,21,M,硕士,计算机科学,74656,4,167,0,2
5023,28,F,本科,计算机科学,83418,4,59,1,1
5024,27,M,博士,计算机科学,76315,5,84,0,2
5025,29,M,硕士,生物科学,85819,5,70,1,2
5026,27,M,硕士,物理学,46657,5,92,1,2
5027,29,M,硕士,生物科学,77289,5,125,0,3
5028,30,M,硕士,计算机科学,99994,5,179,1,2
5029,22,M,硕士,物理学,74050,6,166,0,3
5030,28,M,博士,生物科学,47860,4,196,0,2
5031,22,F,博士,计算机科学,71587,6,189,0,3
5032,24,M,博士,物理学,90168,3,78,1,1
5033,28,M,博士,生物科学,71845,4,179,0,3
5034,23,F,本科,物理学,71718,6,165,1,2
5035,24,M,硕士,生物科学,50989,5,50,1,1
5036,24,F,本科,计算机科学,59411,6,153,1,1
5037,28,F,硕士,计算机科学,91733,2,56,0,2
5038,29,F,本科,计算机科学,52468,4,189,1,1
5039,30,F,硕士,物理学,97096,2,164,1,1
5040,30,M,本科,物理学,45507,6,93,1,1
5041,29,M,硕士,计算机科学,81614,2,143,0,3
5042,30,M,博士,物理学,62485,3,61,0,2
5043,30,F,博士,计算机科学,75618,6,82,0,2
5044,28,M,硕士,物理学,71826,6,99,1,1
5045,24,F,博士,物理学,32137,4,109,0,2
5046,22,M,本科,计算机科学,53761,6,116,0,3
5047,24,F,本科,生物科学,31569,6,54,1,2
5048,25,F,本科,物理学,32023,5,95,0,3
5049,30,F,硕士,生物科学,59278,2,63,0,2
5050,29,M,博士,生物科学,38370,6,183,0,3
5051,29,F,本科,物理学,54170,2,171,1,1
5052,29,M,博士,物理学,99172,3,146,0,2
5053,22,M,博士,生物科学,83050,3,144,1,2
5054,28,M,硕士,物理学,65000,2,111,1,2
5055,27,F,本科,计算机科学,72555,5,97,0,2
5056,24,F,博士,物理学,78570,3,177,0,3
5057,21,F,本科,计算机科学,90094,2,102,1,2
5058,20,M,硕士,生物科学,31410,3,73,0,3
5059,26,M,本科,生物科学,34325,2,89,1,1
5060,21,M,本科,生物科学,62911,2,83,1,2
5061,25,F,硕士,物理学,48087,3,184,0,2
5062,27,M,本科,物理学,51460,6,109,0,3
5063,23,M,博士,物理学,33344,6,54,0,3
5064,30,F,硕士,计算机科学,37326,3,73,0,2
5065,28,F,本科,生物科学,66848,3,99,1,2
5066,30,M,本科,计算机科学,78028,6,128,1,1
5067,23,M,博士,物理学,90445,2,108,0,3
5068,25,M,本科,生物科学,96086,3,110,0,2
5069,22,F,硕士,计算机科学,44344,2,73,1,1
5070,26,F,硕士,生物科学,59707,2,71,1,2
5071,29,F,本科,生物科学,56029,2,63,1,1
5072,24,M,博士,计算机科学,57625,5,62,0,2
5073,26,M,博士,计算机科学,87145,3,119,0,3
5074,29,M,硕士,计算机科学,73404,3,127,0,3
5075,28,F,硕士,物理学,43413,3,96,0,2
5076,20,M,硕士,计算机科学,79668,6,109,1,1
5077,24,F,博士,生物科学,69956,6,55,1,2
5078,22,M,硕士,计算机科学,31359,4,88,1,2
5079,24,M,硕士,生物科学,94648,3,53,0,3
5080,26,F,博士,物理学,53346,4,191,0,3
5081,29,F,本科,计算机科学,56203,3,122,1,1
5082,20,F,硕士,计算机科学,96710,2,194,0,3
5083,29,M,硕士,物理学,90846,3,193,0,2
5084,27,M,博士,生物科学,58473,3,162,0,2
5085,21,F,博士,生物科学,92170,5,84,0,2
5086,27,M,博士,物理学,97314,4,193,0,2
5087,22,M,硕士,计算机科学,99885,2,56,0,2
5088,23,M,硕士,物理学,60624,3,163,0,3
5089,24,F,硕士,物理学,64738,5,76,1,2
5090,26,M,博士,生物科学,76718,3,132,0,3
5091,22,F,硕士,计算机科学,88418,4,187,0,3
5092,28,F,硕士,物理学,87285,6,108,0,2
5093,23,M,硕士,物理学,51089,4,105,1,1
5094,21,F,硕士,生物科学,86608,5,141,0,2
5095,23,M,硕士,计算机科学,81439,6,94,0,3
5096,23,F,本科,计算机科学,82802,2,78,1,2
5097,30,F,硕士,计算机科学,74934,3,168,0,2
5098,20,M,硕士,生物科学,90022,5,174,0,3
5099,29,F,本科,计算机科学,86069,6,76,0,3
5100,29,M,博士,生物科学,59374,4,98,0,3
5101,20,F,本科,物理学,90903,6,147,1,2
5102,23,M,博士,计算机科学,95394,4,105,0,2
5103,23,F,博士,计算机科学,89443,4,132,1,1
5104,29,M,博士,生物科学,81222,4,57,0,3
5105,28,F,本科,生物科学,33189,4,56,1,1
5106,28,M,博士,生物科学,89547,5,146,0,2
5107,27,F,硕士,计算机科学,63117,3,61,0,3
5108,30,F,博士,物理学,31011,4,54,0,3
5109,25,F,硕士,计算机科学,97080,2,186,0,3
5110,23,F,硕士,物理学,59227,2,185,0,2
5111,24,F,博士,计算机科学,98549,3,67,0,3
5112,29,F,博士,物理学,95118,5,152,0,3
5113,22,F,硕士,计算机科学,49257,5,81,0,2
5114,29,F,博士,计算机科学,78588,3,161,0,3
5115,30,M,硕士,生物科学,72215,5,176,0,2
5116,23,M,博士,物理学,42066,5,183,0,3
5117,26,F,硕士,生物科学,92616,3,77,1,2
5118,23,M,本科,生物科学,75090,6,132,0,3
5119,21,F,本科,生物科学,41727,3,52,1,1
5120,22,M,博士,生物科学,38271,5,171,0,2
5121,29,F,硕士,生物科学,88917,4,145,1,1
5122,20,M,本科,计算机科学,85109,6,53,1,1
5123,27,M,博士,物理学,62294,5,108,1,1
5124,28,F,本科,生物科学,75798,4,182,0,2
5125,27,F,博士,物理学,58051,6,88,0,3
5126,20,M,博士,物理学,65287,5,151,0,3
5127,28,M,本科,物理学,59371,6,177,1,2
5128,22,M,博士,计算机科学,93698,5,181,0,2
5129,24,M,硕士,生物科学,78904,4,180,0,2
5130,26,F,博士,生物科学,32617,6,177,0,2
5131,26,M,硕士,计算机科学,62760,2,193,0,2
5132,21,M,硕士,物理学,87910,5,145,0,2
5133,25,M,本科,生物科学,43293,6,189,1,1
5134,24,F,本科,计算机科学,33885,6,128,1,1
5135,24,M,博士,物理学,75160,2,189,0,3
5136,21,F,博士,物理学,56890,3,146,0,3
5137,30,F,硕士,计算机科学,57035,2,200,1,1
5138,26,M,本科,计算机科学,76331,2,89,1,1
5139,28,F,博士,生物科学,93906,5,101,0,3
5140,25,M,硕士,计算机科学,50719,2,199,1,2
5141,28,M,博士,计算机科学,69194,5,179,0,2
5142,30,F,博士,计算机科学,72500,6,184,0,2
5143,22,M,硕士,生物科学,42751,6,73,0,3
5144,23,M,本科,生物科学,92335,2,164,0,2
5145,23,F,本科,计算机科学,52341,4,134,1,1
5146,22,M,硕士,生物科学,64442,2,150,0,3
5147,30,F,博士,计算机科学,59034,3,118,0,3
5148,28,M,博士,物理学,88262,5,200,1,1
5149,28,M,博士,物理学,77331,6,117,0,2
5150,24,M,博士,计算机科学,82691,3,141,1,2
5151,23,F,博士,物理学,99696,4,166,0,3
5152,30,F,博士,计算机科学,41993,2,94,0,3
5153,30,F,本科,计算机科学,40824,5,136,1,2
5154,22,M,博士,计算机科学,95234,2,145,0,3
5155,20,F,硕士,计算机科学,60768,2,126,0,2
5156,30,M,博士,生物科学,90157,4,124,1,1
5157,22,F,博士,物理学,60582,4,66,1,1
5158,26,M,博士,物理学,56517,4,179,0,3
5159,28,F,本科,物理学,90189,5,123,1,2
5160,24,M,本科,物理学,39192,4,116,1,1
5161,30,M,博士,物理学,99161,3,50,0,3
5162,27,F,硕士,物理学,60515,3,114,1,1
5163,27,M,硕士,计算机科学,85818,6,172,0,3
5164,21,M,本科,物理学,37375,3,99,1,2
5165,27,M,本科,生物科学,39686,5,135,1,1
5166,28,M,本科,计算机科学,54770,5,148,1,1
5167,20,M,硕士,计算机科学,39163,4,121,0,2
5168,29,F,硕士,计算机科学,51934,3,88,0,2
5169,25,M,博士,计算机科学,43240,6,73,0,2
5170,22,M,博士,生物科学,31773,3,150,0,3
5171,22,M,博士,计算机科学,40374,5,78,1,2
5172,29,F,硕士,生物科学,73066,4,111,0,2
5173,21,M,硕士,生物科学,95128,6,123,1,1
5174,20,F,博士,生物科学,42593,4,99,0,2
5175,22,F,硕士,物理学,52490,3,181,1,2
5176,21,F,硕士,物理学,87565,6,74,0,3
5177,29,F,硕士,生物科学,49586,2,52,0,3
5178,30,M,博士,计算机科学,47956,2,154,0,3
5179,23,F,本科,生物科学,70241,3,130,0,2
5180,24,F,本科,生物科学,94001,4,112,1,2
5181,23,M,硕士,计算机科学,75650,6,70,1,1
5182,26,M,博士,物理学,42981,2,152,0,2
5183,24,F,本科,生物科学,97297,3,64,0,2
5184,25,M,本科,计算机科学,35350,2,162,0,2
5185,28,M,博士,计算机科学,71790,2,193,0,3
5186,22,F,本科,计算机科学,78691,3,134,0,3
5187,28,M,本科,生物科学,38394,4,135,0,2
5188,28,M,硕士,计算机科学,43136,5,137,1,1
5189,28,F,硕士,计算机科学,74510,5,166,1,1
5190,21,F,本科,计算机科学,48309,2,75,1,1
5191,20,F,本科,物理学,32603,6,199,1,2
5192,30,F,本科,生物科学,73204,2,180,1,1
5193,27,M,本科,物理学,47038,4,114,1,1
5194,27,M,硕士,计算机科学,57747,2,156,1,1
5195,22,F,硕士,物理学,84813,6,106,0,2
5196,20,F,本科,物理学,78511,3,58,1,2
5197,20,M,本科,计算机科学,81577,3,194,0,3
5198,27,M,硕士,计算机科学,50543,5,139,0,3
5199,30,M,硕士,计算机科学,88716,6,169,0,3
5200,28,F,硕士,物理学,90972,2,79,1,2
5201,27,F,本科,计算机科学,88895,6,79,1,2
5202,27,F,硕士,计算机科学,43001,3,195,0,2
5203,28,F,博士,物理学,96472,4,106,1,2
5204,27,M,博士,物理学,52500,5,62,0,3
5205,29,M,博士,物理学,72736,2,171,1,1
5206,22,M,本科,计算机科学,39336,2,170,0,2
5207,22,F,博士,生物科学,87255,2,113,0,2
5208,22,F,本科,生物科学,89191,3,145,1,2
5209,22,M,本科,物理学,88836,4,160,1,2
5210,22,F,博士,物理学,36823,6,122,0,3
5211,23,F,硕士,生物科学,73612,5,180,0,2
5212,20,M,硕士,计算机科学,69837,6,183,1,1
5213,25,M,硕士,计算机科学,80966,3,190,0,3
5214,30,M,硕士,计算机科学,41523,3,91,0,3
5215,26,F,博士,物理学,39139,4,193,0,3
5216,24,F,博士,物理学,54762,2,75,0,3
5217,23,F,博士,物理学,40347,5,141,0,2
5218,22,F,硕士,物理学,64171,2,59,0,2
5219,30,M,博士,物理学,85754,2,124,0,3
5220,23,F,硕士,生物科学,62358,6,159,0,3
5221,21,F,硕士,计算机科学,76865,2,110,0,2
5222,23,F,博士,生物科学,38558,6,107,0,2
5223,22,F,博士,计算机科学,38845,4,155,1,2
5224,22,F,本科,物理学,73799,2,91,1,2
5225,27,M,本科,计算机科学,96924,5,74,1,2
5226,30,M,博士,生物科学,70347,5,178,0,2
5227,24,F,本科,物理学,59400,4,108,1,1
5228,20,F,博士,计算机科学,31498,5,97,0,2
5229,25,F,本科,物理学,32454,6,154,1,2
5230,24,F,博士,物理学,63463,4,191,1,2
5231,29,F,本科,生物科学,73113,5,89,1,1
5232,26,F,博士,物理学,30101,5,98,0,3
5233,25,M,博士,生物科学,58471,2,61,0,2
5234,27,F,本科,生物科学,48466,3,141,1,1
5235,28,M,博士,计算机科学,54085,2,78,0,2
5236,27,M,博士,物理学,69055,3,90,0,3
5237,29,F,硕士,生物科学,90897,4,89,1,1
5238,26,M,本科,生物科学,90345,2,168,1,2
5239,21,F,硕士,生物科学,36438,6,83,0,3
5240,24,F,本科,生物科学,59675,2,125,0,2
5241,28,M,本科,计算机科学,78602,3,108,1,2
5242,28,F,本科,物理学,43243,4,50,1,1
5243,21,M,本科,生物科学,63190,3,95,1,1
5244,29,M,博士,计算机科学,31307,5,109,1,1
5245,29,M,硕士,生物科学,63342,5,167,0,2
5246,23,M,博士,计算机科学,78452,3,86,0,3
5247,29,M,硕士,计算机科学,51776,2,126,0,3
5248,26,M,博士,计算机科学,56920,5,189,0,2
5249,21,F,博士,生物科学,62422,3,137,1,2
5250,22,F,硕士,生物科学,78358,5,62,0,3
5251,20,M,硕士,生物科学,72886,6,83,1,2
5252,27,F,博士,生物科学,56893,6,159,0,2
5253,30,F,本科,物理学,31612,5,161,0,2
5254,22,M,博士,生物科学,87524,4,171,0,3
5255,20,M,硕士,物理学,78042,3,188,0,3
5256,20,M,博士,计算机科学,35730,5,70,0,2
5257,25,M,硕士,计算机科学,92446,6,190,0,3
5258,29,M,硕士,物理学,74025,3,58,1,1
5259,26,M,博士,生物科学,44923,6,129,0,3
5260,24,M,本科,生物科学,47577,5,55,1,2
5261,27,F,博士,计算机科学,48508,5,74,0,2
5262,24,M,博士,计算机科学,47518,3,171,0,2
5263,30,F,硕士,计算机科学,97850,5,136,1,1
5264,28,F,硕士,计算机科学,32959,3,104,1,1
5265,20,M,硕士,计算机科学,33772,4,78,0,3
5266,25,M,本科,物理学,63177,2,53,1,2
5267,20,M,硕士,计算机科学,63386,4,62,1,1
5268,29,M,博士,计算机科学,47382,3,131,0,3
5269,27,M,博士,生物科学,83877,6,60,0,3
5270,28,M,本科,生物科学,73798,6,94,1,1
5271,22,F,硕士,物理学,40069,2,97,1,1
5272,27,M,本科,计算机科学,73617,4,98,1,2
5273,27,F,博士,物理学,31979,4,110,1,1
5274,27,F,硕士,计算机科学,58668,4,50,1,1
5275,29,M,本科,生物科学,95594,5,114,1,1
5276,24,F,本科,物理学,66038,6,103,1,1
5277,24,F,博士,物理学,47426,4,181,0,3
5278,29,M,硕士,物理学,49845,2,85,1,1
5279,29,M,本科,计算机科学,37193,5,161,1,2
5280,23,F,博士,物理学,77420,2,101,1,2
5281,25,M,博士,计算机科学,97697,4,177,0,2
5282,27,M,博士,计算机科学,34769,5,150,0,3
5283,23,F,本科,计算机科学,50532,2,53,1,2
5284,29,M,本科,物理学,47352,6,200,1,1
5285,27,F,本科,生物科学,42942,6,64,1,2
5286,22,M,本科,物理学,93829,2,162,0,3
5287,28,F,硕士,物理学,68630,3,55,1,2
5288,30,M,博士,计算机科学,71191,2,53,0,2
5289,20,F,博士,物理学,73352,3,100,0,2
5290,29,F,硕士,计算机科学,61036,2,129,1,2
5291,20,F,硕士,生物科学,41603,3,64,0,2
5292,27,F,博士,计算机科学,64120,5,83,0,2
5293,26,M,硕士,物理学,75168,2,150,1,2
5294,23,M,硕士,计算机科学,55778,4,119,1,2
5295,26,M,博士,物理学,76896,4,90,1,1
5296,29,M,本科,计算机科学,51865,5,170,1,1
5297,29,M,硕士,计算机科学,90872,3,173,0,2
5298,29,F,本科,物理学,46164,6,97,1,1
5299,20,M,本科,计算机科学,83777,3,115,1,2
5300,26,M,本科,计算机科学,35009,6,191,1,1
5301,23,M,硕士,物理学,82403,6,128,0,3
5302,24,F,博士,计算机科学,31710,5,157,0,2
5303,21,M,硕士,生物科学,92404,3,136,0,2
5304,23,M,博士,物理学,79661,3,115,0,3
5305,20,F,本科,物理学,73293,6,114,1,2
5306,21,F,硕士,生物科学,82165,2,124,0,2
5307,22,M,博士,物理学,51214,5,117,0,2
5308,30,F,本科,生物科学,36354,6,130,0,3
5309,30,M,硕士,物理学,91316,6,122,0,3
5310,30,F,本科,物理学,78580,6,192,1,1
5311,25,M,本科,物理学,33367,4,71,1,1
5312,27,M,硕士,计算机科学,54248,6,117,1,1
5313,28,M,硕士,计算机科学,52838,6,200,1,1
5314,27,M,硕士,生物科学,81906,3,112,1,1
5315,29,F,博士,计算机科学,49855,3,79,0,3
5316,21,F,博士,计算机科学,81937,6,185,0,3
5317,25,M,本科,物理学,95877,3,77,0,2
5318,27,F,本科,生物科学,37233,5,93,1,1
5319,20,M,博士,计算机科学,39371,2,123,0,2
5320,25,M,博士,计算机科学,37306,5,80,0,3
5321,30,F,本科,物理学,65811,5,157,0,2
5322,24,M,本科,生物科学,89767,5,152,1,2
5323,22,F,本科,物理学,93602,6,63,1,1
5324,27,M,本科,物理学,31146,3,186,1,1
5325,22,F,本科,物理学,30341,3,143,0,2
5326,29,F,硕士,生物科学,80836,2,122,0,2
5327,20,F,本科,计算机科学,40038,4,137,0,3
5328,29,M,博士,生物科学,99959,3,181,0,2
5329,24,F,博士,物理学,30507,4,65,1,1
5330,29,M,硕士,计算机科学,91462,5,118,0,2
5331,26,M,本科,生物科学,85014,5,123,1,1
5332,28,M,本科,物理学,66247,5,130,1,1
5333,23,M,硕士,计算机科学,47981,5,188,1,2
5334,27,M,博士,物理学,44101,4,172,0,2
5335,29,M,硕士,物理学,97850,5,198,0,2
5336,25,M,博士,生物科学,46168,4,153,1,1
5337,30,F,博士,生物科学,48662,5,141,1,2
5338,26,M,硕士,生物科学,86374,2,73,1,1
5339,29,M,本科,生物科学,35486,4,164,1,1
5340,29,M,本科,计算机科学,37088,3,53,0,2
5341,26,F,博士,计算机科学,76972,4,62,1,2
5342,24,M,博士,生物科学,53197,2,84,0,3
5343,25,M,硕士,计算机科学,76063,3,148,1,2
5344,20,M,本科,物理学,56216,3,123,0,2
5345,28,M,博士,物理学,65763,5,162,0,2
5346,27,M,博士,物理学,39756,6,97,1,2
5347,30,F,博士,物理学,72920,5,127,0,3
5348,23,M,硕士,生物科学,47125,6,188,0,2
5349,22,F,硕士,计算机科学,94361,5,92,1,1
5350,28,F,博士,生物科学,57655,5,132,0,3
5351,25,F,博士,物理学,76662,5,140,0,3
5352,20,M,硕士,计算机科学,45657,3,157,0,3
5353,24,M,本科,生物科学,97441,5,127,1,1
5354,25,F,博士,生物科学,43964,4,193,0,3
5355,27,F,博士,物理学,84310,5,143,0,3
5356,23,M,硕士,物理学,45028,6,121,1,1
5357,26,M,本科,物理学,72313,6,107,1,2
5358,27,F,博士,生物科学,84237,2,139,0,3
5359,28,F,硕士,计算机科学,49275,3,158,1,2
5360,22,M,硕士,计算机科学,47712,5,66,0,2
5361,21,F,本科,物理学,30724,3,164,0,2
5362,28,F,本科,计算机科学,54850,2,185,1,1
5363,22,M,博士,生物科学,59153,4,71,0,2
5364,26,F,本科,计算机科学,73096,3,177,1,1
5365,25,F,硕士,生物科学,84194,4,143,1,2
5366,20,F,硕士,生物科学,79942,3,102,1,2
5367,29,F,硕士,物理学,44767,2,50,1,2
5368,20,F,本科,物理学,57758,3,182,1,2
5369,21,M,本科,计算机科学,58812,2,68,1,2
5370,21,F,硕士,生物科学,41527,4,138,0,3
5371,30,M,博士,计算机科学,88110,2,95,0,2
5372,20,F,本科,生物科学,51644,2,52,1,1
5373,29,M,博士,计算机科学,37889,4,123,1,2
5374,27,F,博士,生物科学,53518,5,132,1,2
5375,24,M,本科,生物科学,49866,3,108,1,1
5376,29,M,硕士,计算机科学,89610,4,172,1,2
5377,25,M,本科,生物科学,53796,2,102,1,1
5378,28,M,博士,物理学,98759,2,185,1,2
5379,22,F,硕士,计算机科学,41683,4,128,0,3
5380,28,F,博士,物理学,76014,4,119,0,2
5381,20,F,本科,计算机科学,61571,6,91,0,3
5382,22,M,硕士,生物科学,57974,4,141,1,1
5383,27,F,博士,物理学,74600,4,172,0,2
5384,27,M,博士,生物科学,91484,2,101,1,1
5385,23,F,本科,物理学,31755,4,70,1,2
5386,28,M,本科,物理学,62213,3,135,0,2
5387,26,F,博士,生物科学,45950,3,145,1,2
5388,27,F,硕士,生物科学,60454,5,88,1,2
5389,24,M,本科,生物科学,65152,3,184,1,2
5390,30,M,本科,生物科学,52252,3,198,1,2
5391,23,M,本科,生物科学,72828,5,71,1,2
5392,24,M,硕士,物理学,99492,4,108,0,2
5393,22,M,硕士,物理学,35285,4,149,0,3
5394,29,F,本科,计算机科学,42655,2,149,1,2
5395,24,F,本科,物理学,93153,4,64,0,2
5396,29,F,硕士,计算机科学,93619,2,162,0,3
5397,25,F,博士,生物科学,81125,4,190,0,2
5398,20,M,本科,生物科学,32258,6,130,1,2
5399,27,F,硕士,生物科学,40217,2,147,1,1
5400,26,M,硕士,生物科学,54404,4,183,1,1
5401,21,F,本科,生物科学,34043,3,193,1,2
5402,26,F,本科,生物科学,72385,4,113,1,2
5403,26,F,本科,计算机科学,69482,5,69,1,1
5404,22,F,本科,计算机科学,30115,3,150,0,3
5405,21,M,博士,生物科学,53714,2,139,0,2
5406,22,M,硕士,物理学,53770,3,54,1,1
5407,24,M,本科,计算机科学,99166,4,71,0,3
5408,26,M,本科,生物科学,32330,6,76,1,1
5409,30,F,博士,计算机科学,95593,4,128,0,2
5410,22,F,硕士,计算机科学,57671,6,76,0,2
